-71.63788483,-26.71829809,-19.31073988,8.987369352,10.797074,-18.24543487,-1.213282189,13.63137009,-14.40716635,22.51194781,-2.049866187,1.548392253,13.40852843,-12.15488732,-5.4669818,7.01402661,-7.186908731,5.421552209,8.324571443,3.594892414,-0.546622453,-10.29996926,4.469074255,-10.36663158,-5.828858848,-8.484217103,-2.730687035,-7.557311267,-0.064347472,-2.682860761,-3.060193331,4.591142982,-0.54343378,1.899486179,1.589456218,2.889471684,-2.154972184,-1.716740454,1.457856022,-0.685855731,-4.139487882,1.082772505,12.15459432,0.708023775,3.1927532,-2.302396131,0.023579857,2.744390514,0.533320472,-1.89E-13,1.87E-14,1.36E-15
-69.37277897,-29.86635634,-14.79338504,1.046756045,-1.679225374,3.163104514,4.076970412,2.001565092,0.070652953,-10.0909679,-3.503372003,-3.521269962,-4.972659852,7.498494798,-4.293681492,-5.932752747,2.477411004,-0.729705554,-16.1150391,-1.910882954,-7.94501768,5.061138806,4.055731436,3.957721137,8.340921537,1.788059595,6.568629139,-0.710535935,-0.239817057,1.78860462,3.755646707,-9.326320474,5.900694053,10.62560678,-10.77367768,7.388815725,-10.09078371,-1.913510957,-0.274999988,-6.249697909,-0.667038923,-5.206629287,9.376684451,-1.164519952,0.336927469,4.000281978,-1.884110234,0.455701735,1.52235764,-1.88E-13,1.95E-14,9.67E-16
-22.12865276,-5.327812281,30.31011947,-5.491186325,18.73928643,15.61268262,13.36705653,18.81975914,12.92031453,-9.160686713,6.554498034,-2.233306019,3.468060535,2.400819057,-6.102292499,11.99228011,-3.10801267,20.80649673,-8.074289735,0.863594364,14.49571758,-10.96350947,9.072807081,17.38886993,-0.931676964,-3.928862723,-5.20570817,2.532430943,-2.635177962,-0.464878355,-4.270614579,3.779263449,0.446540269,5.5721719,0.498470395,-1.99169668,1.960035895,-5.720849572,-1.569413291,-3.046244041,2.40912083,0.945828372,-2.239764661,-1.526723564,-0.518832324,0.043820816,0.739850436,0.637332003,0.237670564,-1.90E-13,4.56E-15,1.22E-15
-13.33749417,13.06839524,22.56649904,-12.65547189,28.01674881,10.59089736,19.77542446,4.504116649,17.28924348,-10.65702607,-4.109158725,-1.943175111,-12.55659856,1.018761493,-2.939436801,-8.719436237,-8.862606742,-20.36483773,16.64939544,-14.82276577,5.155330872,0.285012048,10.12912917,-13.22600439,-0.372262037,-5.800363954,0.221689813,-6.408063205,1.916382305,-4.716851409,4.52105641,0.874442618,1.014772771,3.088137628,-0.960626807,-3.321565114,0.450001395,-4.002122104,1.9237216,0.830368839,-0.710908723,-1.343265556,0.551175899,-0.267788155,-1.796047901,0.253668062,-1.064443849,1.301317817,0.943040968,-1.92E-13,-3.03E-15,2.56E-15
46.37878428,-9.902284008,-11.69292452,-1.603680998,16.90573901,5.767252078,-11.90257783,-11.83112792,1.888794186,13.29646291,-7.01772344,7.773162358,-1.987701957,6.154611238,-11.0157499,-1.972843938,0.310065257,0.050516649,1.29993497,9.651541354,8.743123558,4.31920118,4.533102206,-1.813229878,3.964086254,3.825721986,5.061835246,-3.502406746,2.395461083,0.271271305,5.112909858,0.855849937,1.979941149,-0.609119206,-3.606624113,-2.820309882,0.777775533,-0.92980343,-14.20793863,0.644552105,-0.246499929,12.38787175,2.717110416,-3.660250423,-2.775939279,4.881657026,9.130005667,-1.675088661,2.579420569,-1.87E-13,-3.17E-15,-2.18E-15
-35.72672374,-19.18646479,6.566634154,-9.333472377,34.21419175,2.980130462,0.774645352,6.966080306,1.805325903,-2.860646816,-1.396623508,-5.847769241,8.508512151,7.110859096,-15.87886248,-7.569512422,-3.402079872,1.680546361,-10.00594524,8.251319412,-23.95881833,5.490096977,-7.329199902,1.018173183,2.371298865,-4.928290674,7.826128561,-2.694304908,-0.23780447,-3.845173939,2.505630665,3.557704578,-1.08736576,1.147858402,11.35271913,-4.407147403,9.28062463,5.056495063,2.447746237,0.39807742,-2.363936962,-0.165452568,-3.480156543,1.229764907,-2.23805191,-0.703872673,0.09422852,-1.776100568,-0.051020137,-1.89E-13,1.12E-14,5.09E-16
58.34303483,2.033212329,-23.25503673,7.371405754,18.32178566,-15.45426092,-11.54392196,0.740980162,-9.035465523,-11.01613671,18.98793728,9.852659491,-28.55139898,-6.58591964,3.265037334,-8.363145526,-16.36756136,8.409602313,-1.0091776,0.118030226,-4.543258319,-12.48029816,3.764237273,5.538517809,0.460089041,8.440101592,0.23697503,-4.278431804,4.982927359,2.780654264,3.732862073,-6.812709157,0.782589976,-3.662664279,9.511050167,-0.005791313,-2.47794486,-2.343180626,1.0112798,-1.135667398,0.628991825,-0.346118334,0.490244995,2.483652839,-0.19346727,-1.97517445,0.60933213,-0.040731748,-0.108628054,-1.88E-13,-8.94E-15,-1.58E-15
-50.57548995,67.73980129,-27.93944848,-28.17715345,-0.442937207,-4.923518116,7.77947109,5.53359718,-3.027569951,-6.07801302,-8.297395757,3.061556175,-0.197367424,8.267663393,-10.65673752,-5.675779066,4.86296104,10.55103835,-5.579484568,-2.975249501,-0.24240499,-2.844449529,-1.447447513,-11.03980436,-4.569518027,5.120590386,-5.194352623,6.807158438,-4.059694898,-4.025685643,5.322801974,5.010232978,4.924261704,-3.85462534,2.613274058,4.488746597,-8.773763559,-0.764070238,-3.28700292,3.999316188,-2.240505553,2.27429916,-6.014540089,2.486463412,9.741595554,2.048310029,-0.641685699,0.809729017,0.528518849,-2.02E-13,-1.70E-14,9.28E-15
-71.36830921,-22.31793985,-9.01571252,-0.379938619,3.482788692,0.865956853,-0.10403682,7.561915432,-3.560151111,5.47712434,4.726899162,4.329132637,6.460225435,6.208679361,-2.646033378,4.959429899,-3.814075739,-0.742101265,4.047419344,-3.914652675,-1.784787299,-1.697415413,-2.970294569,4.678401826,-2.044995366,-2.63216954,-0.863280468,-1.327355032,0.338759787,7.17398857,5.81737775,-10.28298469,3.107425073,-10.24413531,-9.856196273,4.270370586,0.495911786,-2.573588357,12.07817998,9.580535902,3.363044483,7.625908167,-6.439551633,2.596462072,-5.902430809,5.159727699,1.828401253,4.362113206,-2.339936514,-1.90E-13,1.72E-14,1.76E-15
-64.67975054,-35.50696557,-28.43116373,5.913842434,-0.770272711,-6.373765511,8.972706724,-4.041310918,-3.939843064,-4.614322134,-15.1924026,-5.770772475,0.097712504,-3.14964728,-1.35084313,-10.36385672,0.854720004,-3.555440726,2.565164272,-13.39055216,5.235837164,4.763082556,2.908338479,8.889241415,4.933706089,5.183904044,4.562961771,9.415529323,10.59915514,10.04467558,-6.819551904,8.836243686,-12.28972181,-0.948289578,6.672687601,5.881226122,0.675657408,-4.103699676,0.225797889,0.301701707,-2.952799268,6.600899059,-1.512415656,-3.049325623,0.910428147,-2.196944463,-2.295076653,-1.633071508,-1.639930398,-1.87E-13,2.08E-14,2.36E-16
